survey,cy_var,country_var,cc_origin,cc_dict,cc_match,year,year_var,year_dict,wt,archive,surv_program,file_id,subfile,data_link,cb_link,read_ascii_args,link,citation
evs_greece2017,,Greece,,,,2017,,,,gesis,evs,ZA7546,,,,,,
evs1999fin,,Finland,,,,2000,,,weight,gesis,evs,ZA3787,,,,,,"EVS (2012). EVS - European Values Study 1999 - Finland. GESIS Data Archive, Cologne. ZA3787 Data file Version 3.0.1, https://doi.org/10.4232/1.11532."
evs1999ger,,Germany,,,,1999,,,weight,gesis,evs,ZA3778,,,,,,
evs1999tur,,Turkey,,,,2001,,,,gesis,evs,ZA3808,,,,,,
evs2008,,country,,,,,year,,weight_g,gesis,evs,ZA4800,,,,,,
evs2017,,country,,,,,year,,gweight,gesis,evs,ZA7500,,,,,,"EVS (2022). European Values Study 2017: Integrated Dataset (EVS 2017). GESIS, Cologne. ZA7500 Data file Version 5.0.0, https://doi.org/10.4232/1.13897."
evs2017ukr,,Ukraine,,,,2020,,,gweight,gesis,evs,ZA7539,,,,,,"Balakireva, Olga (2021). European Values Study 2017: Ukraine (EVS 2017). GESIS Data Archive, Cologne. ZA7539 Data file Version 1.0.0, https://doi.org/10.4232/1.13714."
feb162,,country,,,"c(""BELGI QUE"" = ""Belgium"", ""danmark"" = ""Denmark"", ""DEUTSCH LAND"" = ""Germany"", ""ellas"" = ""Greece"", ""espana"" = ""Spain"", ""italia"" = ""Italy"", ""LUXEM BOURG"" = ""Luxembourg"", ""NEDER LANDS"" = ""Netherlands"", ""OSTER REICH"" = ""Austria"", ""PORTU GAL"" = ""Portugal"", ""CZECH REPU BLIC"" = ""Czechia"")",2004,,,,gesis,eb,ZA4186,,,,,,"Europäische Kommission (2005). Flash Eurobarometer 162 (Post European elections 2004 survey). GESIS Data Archive, Cologne. ZA4186 Data file Version 1.0.0, https://doi.org/10.4232/1.4186."
feb183,,countid,,,,2006,,,w4,gesis,eb,ZA4532,,,,,,
feb191,,countid,,,,2006,,,w4,gesis,eb,ZA4536,,,,,,
feb207,,country,,,,2007,,,w4,gesis,eb,ZA4547,,,,,,
feb214,,country,,,,2007,,,w4,gesis,eb,ZA4732,,,,,,
feb227,,country,,,,2008,,,w4,gesis,eb,ZA4811,,,,,,
feb249,,Slovakia,,,,2008,,,w4,gesis,eb,ZA4885,,,,,,
feb296,,country,,,,2010,,,w4,gesis,eb,ZA5444,,,,,,
feb366,,country,,,,2012,,,w1,gesis,eb,ZA5885,,,,,,
feb419,,country,,,"c(""DE-W - Germany - West""=""Germany"")",2015,,,w1,gesis,eb,ZA6641,,,,,,
feb450,,country,,,,2017,,,w1,gesis,eb,ZA6856,,,,,,
formpubop1999,,Denmark,,,,1999,,,,misc,dkcssr,formpubop1999,,,,,,
formpubop2000,,Denmark,,,,2000,,,,misc,dkcssr,formpubop2000,,,,,,
formpubop2001,,Denmark,,,,2001,,,,misc,dkcssr,formpubop2001,,,,,,
formpubop2002,,Denmark,,,,2002,,,,misc,dkcssr,formpubop2002,,,,,,
formpubop2003,,Denmark,,,,2003,,,,misc,dkcssr,formpubop2003,,,,,,
fnes1995,,France,,,,1995,,,weight,icpsr,fnes,ICPSR_06806,,,,"list(file = file_path, var_names = c(""q7a1"", ""q7a3"", ""q7a7"", ""q20a1"", ""q28"", ""rs21"", ""rs22"", ""rs23"", ""weight""), var_positions = c(35, 37, 41, 151, 209, 321, 322, 323, 324), var_widths = c(1, 1, 1, 1, 1, 1, 1, 1, 4))",,
frifop197211,,France,,,,1972,,,,roper,frifop,FRIFOP1972-O461,,,,,,
fsdcitizen2015,,Finland,,,,2015,,,paino,misc,fsd,FSD3254,,,,,,
fsdcpul202101,,Finland,,,,2021,,,paino,misc,fsd,FSD3517,,,https://services.fsd.tuni.fi/catalogue/FSD3517/PIP/cbF3517e.pdf,,https://services.fsd.tuni.fi/catalogue/FSD3517?tab=download&lang=en&study_language=en,
fsdcpul202102a,,Finland,,,,2021,,,paino,misc,fsd,FSD3518,,,https://services.fsd.tuni.fi/catalogue/FSD3518/PIP/cbF3518e.pdf,,https://services.fsd.tuni.fi/catalogue/FSD3518?tab=download&lang=en&study_language=en,
fsdcpul202102b,,Finland,,,,2021,,,paino,misc,fsd,FSD3523,,,https://services.fsd.tuni.fi/catalogue/FSD3523?tab=download&lang=en&study_language=en,,https://services.fsd.tuni.fi/catalogue/FSD3523?tab=download&lang=en&study_language=en,
fsdcpul202103,,Finland,,,,2021,,,paino,misc,fsd,FSD3527,,,https://services.fsd.tuni.fi/catalogue/FSD3527?tab=download&lang=en&study_language=en,,https://services.fsd.tuni.fi/catalogue/FSD3527?tab=download&lang=en&study_language=en,
fsdcpul202104a,,Finland,,,,2021,,,paino,misc,fsd,FSD3530,,,https://services.fsd.tuni.fi/catalogue/FSD3530?tab=download&lang=en&study_language=en,,https://services.fsd.tuni.fi/catalogue/FSD3530?tab=download&lang=en&study_language=en,
fsdcpul202104b,,Finland,,,,2021,,,paino,misc,fsd,FSD3537,,,https://services.fsd.tuni.fi/catalogue/FSD3537?tab=download&lang=en&study_language=en,,https://services.fsd.tuni.fi/catalogue/FSD3537?tab=download&lang=en&study_language=en,
fsdcpul202105,,Finland,,,,2021,,,paino,misc,fsd,FSD3544,,,https://services.fsd.tuni.fi/catalogue/FSD3544?tab=download&lang=en&study_language=en,,https://services.fsd.tuni.fi/catalogue/FSD3544?tab=download&lang=en&study_language=en,
fsdcpul202106,,Finland,,,,2021,,,paino,misc,fsd,FSD3548,,,https://services.fsd.tuni.fi/catalogue/FSD3548?tab=download&lang=en&study_language=en,,https://services.fsd.tuni.fi/catalogue/FSD3548?tab=download&lang=en&study_language=en,
fsdcpul202107,,Finland,,,,2021,,,paino,misc,fsd,FSD3555,,,https://services.fsd.tuni.fi/catalogue/FSD3555?tab=download&lang=en&study_language=en,,https://services.fsd.tuni.fi/catalogue/FSD3555?tab=download&lang=en&study_language=en,
fsdcpul202108a,,Finland,,,,2021,,,paino,misc,fsd,FSD3562,,,https://services.fsd.tuni.fi/catalogue/FSD3562?tab=download&lang=en&study_language=en,,https://services.fsd.tuni.fi/catalogue/FSD3562?tab=download&lang=en&study_language=en,
fsdcpul202108b,,Finland,,,,2021,,,paino,misc,fsd,FSD3570,,,https://services.fsd.tuni.fi/catalogue/FSD3570?tab=download&lang=en&study_language=en,,https://services.fsd.tuni.fi/catalogue/FSD3570?tab=download&lang=en&study_language=en,
fsdcpul202109,,Finland,,,,2021,,,paino,misc,fsd,FSD3574,,,https://services.fsd.tuni.fi/catalogue/FSD3574?tab=download&lang=en&study_language=en,,https://services.fsd.tuni.fi/catalogue/FSD3574?tab=download&lang=en&study_language=en,
fsdcpul202110,,Finland,,,,2021,,,paino,misc,fsd,FSD3579,,,https://services.fsd.tuni.fi/catalogue/FSD3579?tab=download&lang=en&study_language=en,,https://services.fsd.tuni.fi/catalogue/FSD3579?tab=download&lang=en&study_language=en,
fsdcpul202110,,Finland,,,,2021,,,paino,misc,fsd,FSD3592,,,https://services.fsd.tuni.fi/catalogue/FSD3592?tab=download&lang=en&study_language=en,,https://services.fsd.tuni.fi/catalogue/FSD3592?tab=download&lang=en&study_language=en,
fsdcss2017,,Finland,,,,2017,,,paino,misc,fsd,FSD3381,,,https://services.fsd.tuni.fi/catalogue/FSD3381?tab=download&lang=en&study_language=en,,https://services.fsd.tuni.fi/catalogue/FSD3381?tab=download&lang=en&study_language=en,
fsdelection_combo,,Finland,,,,,year,,,misc,fsd,FSD2556,,,,,,
fsdelection2011,,Finland,,,,2011,,,weight,misc,fsd,FSD2673,,,,,https://urn.fi/urn:nbn:fi:fsd:T-FSD2673,
fsdelection2019,,Finland,,,,2019,,,paino,misc,fsd,FSD3467,,,,,,
fsdeva1984,,Finland,,,,1984,,,,misc,fsd,FSD1079,,,https://services.fsd.tuni.fi/catalogue/FSD1079/PIP/cbF1079e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,
fsdeva1986,,Finland,,,,1986,,,,misc,fsd,FSD1080,,,https://services.fsd.tuni.fi/catalogue/FSD1080/PIP/cbF1080e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,
fsdeva1988,,Finland,,,,1988,,,,misc,fsd,FSD1081,,,https://services.fsd.tuni.fi/catalogue/FSD1081/PIP/cbF1081e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,
fsdeva1990,,Finland,,,,1990,,,,misc,fsd,FSD1082,,,https://services.fsd.tuni.fi/catalogue/FSD1082/PIP/cbF1082e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,
fsdeva1992,,Finland,,,,1992,,,,misc,fsd,FSD1083,,,https://services.fsd.tuni.fi/catalogue/FSD1083/PIP/cbF1083e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,
fsdeva1994,,Finland,,,,1994,,,,misc,fsd,FSD1084,,,https://services.fsd.tuni.fi/catalogue/FSD1084/PIP/cbF1084e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,
fsdeva1996,,Finland,,,,1996,,,,misc,fsd,FSD1085,,,https://services.fsd.tuni.fi/catalogue/FSD1085/PIP/cbF1085e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,Centre for Finnish Business and Policy Studies (EVA) & Yhdyskuntatutkimus: EVA Survey on Finnish Values and Attitudes 1996 [dataset]. Version 1 (2001-01-23). Finnish Social Science Data Archive [distributor]. http://urn.fi/urn:nbn:fi:fsd:T-FSD1085
fsdeva1998,,Finland,,,,1998,,,,misc,fsd,FSD1086,,,https://services.fsd.tuni.fi/catalogue/FSD1086/PIP/cbF1086e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,Centre for Finnish Business and Policy Studies (EVA) & Yhdyskuntatutkimus: EVA Survey on Finnish Values and Attitudes 1998 [dataset]. Version 1.0 (2001-01-24). Finnish Social Science Data Archive [distributor]. http://urn.fi/urn:nbn:fi:fsd:T-FSD1086
fsdeva2000,,Finland,,,,2000,,,,misc,fsd,FSD1087,,,https://services.fsd.tuni.fi/catalogue/FSD1087/PIP/cbF1087e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,Centre for Finnish Business and Policy Studies (EVA) & Yhdyskuntatutkimus: EVA Survey on Finnish Values and Attitudes 2000 [dataset]. Version 1.0 (2001-10-12). Finnish Social Science Data Archive [distributor]. http://urn.fi/urn:nbn:fi:fsd:T-FSD1087
fsdeva2002,,Finland,,,,2002,,,,misc,fsd,FSD1262,,,https://services.fsd.tuni.fi/catalogue/FSD1262/PIP/cbF1262e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,Centre for Finnish Business and Policy Studies (EVA) & Yhdyskuntatutkimus: EVA Survey on Finnish Values and Attitudes 2002 [dataset]. Version 2.0 (2018-07-12). Finnish Social Science Data Archive [distributor]. http://urn.fi/urn:nbn:fi:fsd:T-FSD1262
fsdeva2004,,Finland,,,,2004,,,,misc,fsd,FSD2078,,,https://services.fsd.tuni.fi/catalogue/FSD2078/PIP/cbF2078e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,Centre for Finnish Business and Policy Studies (EVA) & Yhdyskuntatutkimus: EVA Survey on Finnish Values and Attitudes 2004 [dataset]. Version 2.0 (2018-07-18). Finnish Social Science Data Archive [distributor]. http://urn.fi/urn:nbn:fi:fsd:T-FSD2078
fsdeva2006,,Finland,,,,2006,,,,misc,fsd,FSD2292,,,https://services.fsd.tuni.fi/catalogue/FSD2292/PIP/cbF2292e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,Finnish Business and Policy Forum (EVA) & Yhdyskuntatutkimus: EVA Survey on Finnish Values and Attitudes 2006 [dataset]. Version 1.1 (2008-01-22). Finnish Social Science Data Archive [distributor]. http://urn.fi/urn:nbn:fi:fsd:T-FSD2292
fsdeva2009,,Finland,,,,2009,,,,misc,fsd,FSD2430,,,https://services.fsd.tuni.fi/catalogue/FSD2430/PIP/cbF2430e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,Finnish Business and Policy Forum (EVA) & Yhdyskuntatutkimus: EVA Survey on Finnish Values and Attitudes 2009 [dataset]. Version 2.0 (2018-07-18). Finnish Social Science Data Archive [distributor]. http://urn.fi/urn:nbn:fi:fsd:T-FSD2430
fsdeva2010,,Finland,,,,2010,,,,misc,fsd,FSD2586,,,https://services.fsd.tuni.fi/catalogue/FSD2586/PIP/cbF2586e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,Finnish Business and Policy Forum (EVA) & Yhdyskuntatutkimus & Taloustutkimus: EVA Survey on Finnish Values and Attitudes 2010 [dataset]. Version 2.0 (2018-07-20). Finnish Social Science Data Archive [distributor]. http://urn.fi/urn:nbn:fi:fsd:T-FSD2586
fsdeva2011,,Finland,,,,2011,,,,misc,fsd,FSD2628,,,https://services.fsd.tuni.fi/catalogue/FSD2628/PIP/cbF2628e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,Finnish Business and Policy Forum (EVA) & Yhdyskuntatutkimus: EVA Survey on Finnish Values and Attitudes 2011 [dataset]. Version 2.0 (2018-07-20). Finnish Social Science Data Archive [distributor]. http://urn.fi/urn:nbn:fi:fsd:T-FSD2628
fsdeva2013,,Finland,,,,2013,,,yopaino,misc,fsd,FSD2822,,,,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,Finnish Business and Policy Forum (EVA): EVA Survey on Finnish Values and Attitudes 2013 [dataset]. Version 2.0 (2017-05-24). Finnish Social Science Data Archive [distributor]. http://urn.fi/urn:nbn:fi:fsd:T-FSD2822
fsdeva2014,,Finland,,,,2014,,,paino,misc,fsd,FSD2933,,,https://services.fsd.tuni.fi/catalogue/FSD2933/PIP/cbF2933e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,Finnish Business and Policy Forum (EVA): EVA Survey on Finnish Values and Attitudes 2014 [dataset]. Version 4.0 (2018-07-19). Finnish Social Science Data Archive [distributor]. http://urn.fi/urn:nbn:fi:fsd:T-FSD2933
fsdeva2015,,Finland,,,,2015,,,paino,misc,fsd,FSD3001,,,https://services.fsd.tuni.fi/catalogue/FSD3001/PIP/cbF3001e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,Finnish Business and Policy Forum (EVA): EVA Survey on Finnish Values and Attitudes 2015 [dataset]. Version 2.0 (2018-07-18). Finnish Social Science Data Archive [distributor]. http://urn.fi/urn:nbn:fi:fsd:T-FSD3001
fsdeva2016,,Finland,,,,2016,,,paino,misc,fsd,FSD3093,,,https://services.fsd.tuni.fi/catalogue/FSD3093/PIP/cbF3093e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,Finnish Business and Policy Forum (EVA): EVA Survey on Finnish Values and Attitudes 2016 [dataset]. Version 2.0 (2017-05-24). Finnish Social Science Data Archive [distributor]. http://urn.fi/urn:nbn:fi:fsd:T-FSD3093
fsdeva2017,,Finland,,,,2017,,,paino,misc,fsd,FSD3157,,,https://services.fsd.tuni.fi/catalogue/FSD3157/PIP/cbF3157e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,Finnish Business and Policy Forum (EVA): EVA Survey on Finnish Values and Attitudes 2017 [dataset]. Version 2.0 (2018-01-12). Finnish Social Science Data Archive [distributor]. http://urn.fi/urn:nbn:fi:fsd:T-FSD3157
fsdeva2018,,Finland,,,,2018,,,paino,misc,fsd,FSD3305,,,https://services.fsd.tuni.fi/catalogue/FSD3305/PIP/cbF3305e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,Finnish Business and Policy Forum (EVA): EVA Survey on Finnish Values and Attitudes Autumn 2018 [dataset]. Version 2.0 (2019-03-06). Finnish Social Science Data Archive [distributor]. http://urn.fi/urn:nbn:fi:fsd:T-FSD3305
fsdeva2018win,,Finland,,,,2018,,,paino,misc,fsd,FSD3234,,,https://services.fsd.tuni.fi/catalogue/FSD3234/PIP/cbF3234e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,
fsdeva2019fall,,Finland,,,,2019,,,paino,misc,fsd,FSD3388,,,https://services.fsd.tuni.fi/catalogue/FSD3388/PIP/cbF3388e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,
fsdeva2019win,,Finland,,,,2019,,,paino,misc,fsd,FSD3330,,,https://services.fsd.tuni.fi/catalogue/FSD3330/PIP/cbF3330e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,Finnish Business and Policy Forum (EVA): EVA Survey on Finnish Values and Attitudes Winter 2019 [dataset]. Version 1.0 (2020-04-23). Finnish Social Science Data Archive [distributor]. http://urn.fi/urn:nbn:fi:fsd:T-FSD3330
fsdeva2020,,Finland,,,,2020,,,paino,misc,fsd,FSD3494,,,,,,Finnish Business and Policy Forum (EVA): EVA Survey on Finnish Values and Attitudes Autumn 2020 [dataset]. Version 1.0 (2021-01-28). Finnish Social Science Data Archive [distributor]. http://urn.fi/urn:nbn:fi:fsd:T-FSD3494
fsdeva2020fall,,Finland,,,,2020,,,paino,misc,fsd,FSD3494,,,https://services.fsd.tuni.fi/catalogue/FSD3494/PIP/cbF3494e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,Finnish Business and Policy Forum (EVA): EVA Survey on Finnish Values and Attitudes Autumn 2020 [dataset]. Version 1.0 (2021-01-28). Finnish Social Science Data Archive [distributor]. http://urn.fi/urn:nbn:fi:fsd:T-FSD3494
fsdeva2020spr,,Finland,,,,2020,,,paino,misc,fsd,FSD3449,,,https://services.fsd.tuni.fi/catalogue/FSD3449/PIP/cbF3449e.pdf,,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en,
fsdfam2008,,Finland,,,,2008,,,,misc,fsd,FSD2792,,,,,,
fsdfb1997,,Finland,,,,1997,,,paino,misc,fsd,FSD1179,,,https://services.fsd.tuni.fi/catalogue/FSD1179/PIP/cbF1179.pdf,https://services.fsd.tuni.fi/catalogue/series/14?tab=studies&lang=en,,
fsdfb1998,,Finland,,,,1998,,,paino,misc,fsd,FSD1178,,,https://services.fsd.tuni.fi/catalogue/FSD1178/PIP/cbF1178.pdf,,https://services.fsd.tuni.fi/catalogue/series/14?tab=studies&lang=en,
fsdfb1999,,Finland,,,,1999,,,paino,misc,fsd,FSD1180,,,https://services.fsd.tuni.fi/catalogue/FSD1180/PIP/cbF1180.pdf,,https://services.fsd.tuni.fi/catalogue/series/14?tab=studies&lang=en,
fsdfb2000,,Finland,,,,2000,,,paino,misc,fsd,FSD1114,,,https://services.fsd.tuni.fi/catalogue/FSD1114/PIP/cbF1114.pdf,,https://services.fsd.tuni.fi/catalogue/series/14?tab=studies&lang=en,
fsdfb2001,,Finland,,,,2001,,,paino,misc,fsd,FSD1176,,,https://services.fsd.tuni.fi/catalogue/FSD1176/PIP/cbF1176.pdf,,https://services.fsd.tuni.fi/catalogue/series/14?tab=studies&lang=en,
fsdfb2003,,Finland,,,,2003,,,paino,misc,fsd,FSD2130,,,https://services.fsd.tuni.fi/catalogue/FSD2130/PIP/cbF2130.pdf,https://services.fsd.tuni.fi/catalogue/series/14?tab=studies&lang=en,,
fsdfb2005,,Finland,,,,2005,,,paino,misc,fsd,FSD2283,,,https://services.fsd.tuni.fi/catalogue/FSD2283/PIP/cbF2283.pdf,https://services.fsd.tuni.fi/catalogue/series/14?tab=studies&lang=en,,
fsdfb2008,,Finland,,,,2008,,,paino,misc,fsd,FSD2792,,,https://services.fsd.tuni.fi/catalogue/FSD2792/PIP/cbF2792.pdf,https://services.fsd.tuni.fi/catalogue/series/14?tab=studies&lang=en,,
fsdfb2010,,Finland,,,,2010,,,paino,misc,fsd,FSD2793,,,https://services.fsd.tuni.fi/catalogue/FSD2793/PIP/cbF2793.pdf,https://services.fsd.tuni.fi/catalogue/series/14?tab=studies&lang=en,,
fsdfb2014,,Finland,,,,2014,,,paino,misc,fsd,FSD3005,,,https://services.fsd.tuni.fi/catalogue/FSD3005/PIP/cbF3005.pdf,https://services.fsd.tuni.fi/catalogue/series/14?tab=studies&lang=en,,
fsdfb2015,,Finland,,,,2015,,,paino,misc,fsd,FSD3396,,,https://services.fsd.tuni.fi/catalogue/FSD3396/PIP/cbF3396e.pdf,,https://services.fsd.tuni.fi/catalogue/series/14?tab=studies&lang=en,
fsdge1995,,Finland,,,,1996,,,WTkirkko,misc,fsd,FSD1125,,,https://services.fsd.tuni.fi/catalogue/FSD1125/PIP/cbF1125e.pdf,,https://services.fsd.tuni.fi/catalogue/dip?id=612f75ce-5585-4698-b7a2-4c2610f5baa2&lang=en,
fsdge1995,,Finland,,,,1996,,,WTkirkko,misc,fsd,FSD1125,,,https://services.fsd.tuni.fi/catalogue/FSD1125/PIP/cbF1125e.pdf,,https://services.fsd.tuni.fi/catalogue/dip?id=612f75ce-5585-4698-b7a2-4c2610f5baa2&lang=en,
fsdge1999,,Finland,,,,1999,,,WTkirkko,misc,fsd,FSD1107,,,https://services.fsd.tuni.fi/catalogue/FSD1107/PIP/cbF1107e.pdf,,https://services.fsd.tuni.fi/catalogue/dip?id=8398fd93-a040-4678-be2f-b9f1d4f58e25&lang=en,
fsdge2003,,Finland,,,,2003,,,,misc,fsd,FSD2258,,,https://services.fsd.tuni.fi/catalogue/FSD2258/PIP/cbF2258e.pdf,,https://services.fsd.tuni.fi/catalogue/dip?id=f88b91ee-9d33-423a-9691-0c2bf42a6f5b&lang=en,
fsdge2007,,Finland,,,,2007,,,,misc,fsd,FSD2710,,,https://services.fsd.tuni.fi/catalogue/FSD2710/PIP/cbF2710e.pdf,,https://services.fsd.tuni.fi/catalogue/FSD2710/PIP/cbF2710e.pdf,
fsdge2011,,Finland,,,,2011,,,WTkirkko,misc,fsd,FSD3094,,,https://services.fsd.tuni.fi/catalogue/FSD3094/PIP/cbF3094e.pdf,,https://services.fsd.tuni.fi/catalogue/dip?id=e054bad6-3d2a-4266-9683-97f17a492d6c&lang=en,
fsdge2015,,Finland,,,,2015,,,paino,misc,fsd,FSD3211,,,https://services.fsd.tuni.fi/catalogue/FSD3211/PIP/cbF3211e.pdf,,https://services.fsd.tuni.fi/catalogue/dip?id=9f30f771-dab4-4729-abc4-f0787d2f3ec0&lang=en,
fsdimm1996,,Finland,,,,1996,,,,misc,fsd,FSD1111,,,https://services.fsd.tuni.fi/catalogue/FSD1111/PIP/cbF1111e.pdf,,https://services.fsd.tuni.fi/catalogue/FSD1111?lang=en&study_language=en,
fsdincome2018,,Finland,,,,2018,,,weight,misc,fsd,FSD3488,,,,,,
fsdine2012,,Finland,,,,2012,,,bv12,misc,fsd,FSD3373,,,,,,
fsdine2016,,Finland,,,,2016,,,bv3,misc,fsd,FSD3310,,,,,,
fsdine2017,,Finland,,,,2017,,,bv1,misc,fsd,FSD3316,,,,,,
fsdissp2020,,Finland,,,,2020,,,apaino,misc,fsd,FSD3513,,,,,,
fsdlife1997,,Finland,,,,1997,,,,misc,fsd,FSD1145,,,https://services.fsd.tuni.fi/catalogue/FSD1145/PIP/cbF1145e.pdf,,https://urn.fi/urn:nbn:fi:fsd:T-FSD1145,
fsdreligion2008,,Finland,,,,2008,,,,misc,fsd,FSD2835,,,https://services.fsd.tuni.fi/catalogue/FSD2835/PIP/quF2835_eng.pdf,,https://services.fsd.tuni.fi/catalogue/FSD2835?lang=en&study_language=en,
fsdsafety2006,,Finland,,,,2006,,,paino06,misc,fsd,FSD2232,,,,,,
fsdsafety2009,,Finland,,,,2009,,,paino09,misc,fsd,FSD2502,,,,,,
fsdscience2004,,Finland,,,,2004,,,,misc,fsd,FSD2023,,,,,,
fsdsex1992,,Finland,,,,1992,,,,misc,fsd,FSD1243,,,https://services.fsd.tuni.fi/catalogue/FSD1243/PIP/cbF1243e.pdf,,https://services.fsd.tuni.fi/catalogue/FSD1243?lang=en&study_language=en,
fsdsex2000_ee,,Estonia,,,,2000,,,paino,misc,fsd,FSD1244,,,https://services.fsd.tuni.fi/catalogue/FSD1244/PIP/cbF1244e.pdf,,https://services.fsd.tuni.fi/catalogue/FSD1244,
fsdtrust2000,,Finland,,,,2000,,,,misc,fsd,FSD2297,,,,,,
fsdvoter_combo,,Finland,,,,,vuosi,,,misc,fsd,FSD2276,,,,,,
fsdwsf2004,,Finland,,,,2004,,,,misc,fsd,FSD2884,,,https://services.fsd.tuni.fi/catalogue/FSD2884/PIP/cbF2884e.pdf,,https://services.fsd.tuni.fi/catalogue/FSD2884?tab=download&lang=en&study_language=en,
fsdwsf2006,,Finland,,,,2006,,,,misc,fsd,FSD2886,,,https://services.fsd.tuni.fi/catalogue/FSD2886/PIP/cbF2886e.pdf,,https://services.fsd.tuni.fi/catalogue/FSD2886?tab=download&lang=en&study_language=en,
fsdwsf2009,,Finland,,,,2009,,,,misc,fsd,FSD2888,,,https://services.fsd.tuni.fi/catalogue/FSD2888/PIP/cbF2888e.pdf,,https://services.fsd.tuni.fi/catalogue/FSD2888?tab=download&lang=en&study_language=en,
fsdwsf2013,,Finland,,,,2013,,,paino,misc,fsd,FSD3037,,,https://services.fsd.tuni.fi/catalogue/FSD3037/PIP/cbF3037e.pdf,,https://services.fsd.tuni.fi/catalogue/FSD3037?tab=download&lang=en&study_language=en,
gallup_australia197812,,Australia,,,,1978,,,,dataverse,gallup_australia,gallup_australia197812,,,,,,
gallup_australia198212,,Australia,,,,1982,,,,dataverse,gallup_australia,gallup_australia198212,,,,,,
gallup_canada1965,,Canada,,,,1965,,,,roper,gallup_canada,CNCIPO1965-312,,,,,,
gallup_canada1970,,Canada,,,,1970,,,,roper,gallup_canada,CNCIPO1970-344,,,,,,
gallup_canada1972,,Canada,,,,1972,,,,roper,gallup_canada,CNCIPO1972-355,,,,,,
gallup_canada197409,,Canada,,,,1974,,,,roper,gallup_canada,CNCIPO1974-368,,,,,,
gallup_canada197507,,Canada,,,,1975,,,,roper,gallup_canada,CNCIPO1975-378,,,,,,
gallup_canada197803,,Canada,,,,1978,,,wtvar,misc,odesi,gallup_canada197803,,,,,,
gallup_canada197902,,Canada,,,,1979,,,,roper,gallup_canada,CNCIPO1979-421B,,,,,,
gallup_canada198211,,Canada,,,,1982,,,wtvar,roper,gallup_canada,CNCIPO82-467-1,,,,,,
gallup_canada198307,,Canada,,,,1983,,,,roper,gallup_canada,CNCIPO1983-475-1,,,,,,
gallup_canada198703,,Canada,,,,1987,,,wtvar,dataverse,gallup_canada,gallup_canada198703,,https://doi.org/10.5683/SP2/GS2IRT,https://dataverse.scholarsportal.info/api/access/datafile/83133,,,
gallup_canada198803,,Canada,,,,1988,,,wtvar,dataverse,gallup_canada,gallup_canada198803,,https://doi.org/10.5683/SP2/UF6I3H,https://dataverse.scholarsportal.info/api/access/datafile/83167,,,
gallup_canada198804,,Canada,,,,1988,,,wtvar,misc,odesi,gallup_canada198804,,,,,,
gallup_canada198805,,Canada,,,,1988,,,,roper,gallup_canada,CNCIPO1988-533-1,,,,,,
gallup_canada198809,,Canada,,,,1988,,,weight,roper,gallup_canada,CNCIPO1988-809-1,,,,,,
gallup_canada198902,,Canada,,,,1989,,,weight,roper,gallup_canada,31082191,,,,,,
gallup_canada198908,,Canada,,,,1989,,,weight,roper,gallup_canada,CNCIPO1989-908-2,,,,"list(file = file_path, var_names = c(""qq5"", ""q6a"", ""weight""), var_positions = c(39, 25, 15), var_widths = c(1, 1, 5))",,
