,survey,cy_var,country_var,cc_origin,cc_dict,cc_match,year,year_var,year_dict,wt,archive,surv_program,file_id,subfile,data_link,cb_link,read_ascii_args,link
555,fsdcpul202109,NA,Finland,NA,NA,NA,2021,NA,NA,paino,misc,fsd,FSD3574,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD3574?tab=download&lang=en&study_language=en,NA,https://services.fsd.tuni.fi/catalogue/FSD3574?tab=download&lang=en&study_language=en
556,fsdcpul202110,NA,Finland,NA,NA,NA,2021,NA,NA,paino,misc,fsd,FSD3579,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD3579?tab=download&lang=en&study_language=en,NA,https://services.fsd.tuni.fi/catalogue/FSD3579?tab=download&lang=en&study_language=en
557,fsdcpul202110,NA,Finland,NA,NA,NA,2021,NA,NA,paino,misc,fsd,FSD3592,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD3592?tab=download&lang=en&study_language=en,NA,https://services.fsd.tuni.fi/catalogue/FSD3592?tab=download&lang=en&study_language=en
558,fsdcss2017,NA,Finland,NA,NA,NA,2017,NA,NA,paino,misc,fsd,FSD3381,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD3381?tab=download&lang=en&study_language=en,NA,https://services.fsd.tuni.fi/catalogue/FSD3381?tab=download&lang=en&study_language=en
559,fsdelection_combo,NA,Finland,NA,NA,NA,NA,year,NA,NA,misc,fsd,FSD2556,NA,NA,NA,NA,NA
560,fsdelection2019,NA,Finland,NA,NA,NA,2019,NA,NA,paino,misc,fsd,FSD3467,NA,NA,NA,NA,NA
561,fsdeva1984,NA,Finland,NA,NA,NA,1984,NA,NA,NA,misc,fsd,FSD1079,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD1079/PIP/cbF1079e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
562,fsdeva1986,NA,Finland,NA,NA,NA,1986,NA,NA,NA,misc,fsd,FSD1080,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD1080/PIP/cbF1080e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
563,fsdeva1988,NA,Finland,NA,NA,NA,1988,NA,NA,NA,misc,fsd,FSD1081,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD1081/PIP/cbF1081e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
564,fsdeva1990,NA,Finland,NA,NA,NA,1990,NA,NA,NA,misc,fsd,FSD1082,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD1082/PIP/cbF1082e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
565,fsdeva1992,NA,Finland,NA,NA,NA,1992,NA,NA,NA,misc,fsd,"
FSD1083",NA,NA,https://services.fsd.tuni.fi/catalogue/FSD1083/PIP/cbF1083e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
566,fsdeva1994,NA,Finland,NA,NA,NA,1994,NA,NA,NA,misc,fsd,FSD1084,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD1084/PIP/cbF1084e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
567,fsdeva1996,NA,Finland,NA,NA,NA,1996,NA,NA,NA,misc,fsd,FSD1085,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD1085/PIP/cbF1085e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
568,fsdeva1998,NA,Finland,NA,NA,NA,1998,NA,NA,NA,misc,fsd,FSD1086,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD1086/PIP/cbF1086e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
569,fsdeva2000,NA,Finland,NA,NA,NA,2000,NA,NA,NA,misc,fsd,FSD1087,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD1087/PIP/cbF1087e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
570,fsdeva2002,NA,Finland,NA,NA,NA,2002,NA,NA,NA,misc,fsd,FSD1262,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD1262/PIP/cbF1262e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
571,fsdeva2004,NA,Finland,NA,NA,NA,2004,NA,NA,NA,misc,fsd,FSD2078,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD2078/PIP/cbF2078e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
572,fsdeva2006,NA,Finland,NA,NA,NA,2006,NA,NA,NA,misc,fsd,FSD2292,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD2292/PIP/cbF2292e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
573,fsdeva2009,NA,Finland,NA,NA,NA,2009,NA,NA,NA,misc,fsd,FSD2430,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD2430/PIP/cbF2430e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
574,fsdeva2010,NA,Finland,NA,NA,NA,2010,NA,NA,NA,misc,fsd,FSD2586,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD2586/PIP/cbF2586e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
575,fsdeva2011,NA,Finland,NA,NA,NA,2011,NA,NA,NA,misc,fsd,FSD2628,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD2628/PIP/cbF2628e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
576,fsdeva2013,NA,Finland,NA,NA,NA,2013,NA,NA,yopaino,misc,fsd,FSD2822,NA,NA,NA,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
577,fsdeva2014,NA,Finland,NA,NA,NA,2014,NA,NA,paino,misc,fsd,FSD2933,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD2933/PIP/cbF2933e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
578,fsdeva2015,NA,Finland,NA,NA,NA,2015,NA,NA,paino,misc,fsd,FSD3001,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD3001/PIP/cbF3001e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
579,fsdeva2016,NA,Finland,NA,NA,NA,2016,NA,NA,paino,misc,fsd,FSD3093,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD3093/PIP/cbF3093e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
580,fsdeva2017,NA,Finland,NA,NA,NA,2017,NA,NA,paino,misc,fsd,FSD3157,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD3157/PIP/cbF3157e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
581,fsdeva2018,NA,Finland,NA,NA,NA,2018,NA,NA,paino,misc,fsd,FSD3305,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD3305/PIP/cbF3305e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
582,fsdeva2018win,NA,Finland,NA,NA,NA,2018,NA,NA,paino,misc,fsd,FSD3234,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD3234/PIP/cbF3234e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
583,fsdeva2019fall,NA,Finland,NA,NA,NA,2019,NA,NA,paino,misc,fsd,FSD3388,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD3388/PIP/cbF3388e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
584,fsdeva2019win,NA,Finland,NA,NA,NA,2019,NA,NA,paino,misc,fsd,FSD3330,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD3330/PIP/cbF3330e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
585,fsdeva2020,NA,Finland,NA,NA,NA,2020,NA,NA,paino,misc,fsd,FSD3494,NA,NA,NA,NA,NA
586,fsdeva2020fall,NA,Finland,NA,NA,NA,2020,NA,NA,paino,misc,fsd,FSD3494,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD3494/PIP/cbF3494e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
587,fsdeva2020spr,NA,Finland,NA,NA,NA,2020,NA,NA,paino,misc,fsd,FSD3449,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD3449/PIP/cbF3449e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/3?tab=studies&lang=en
588,fsdfam2008,NA,Finland,NA,NA,NA,2008,NA,NA,NA,misc,fsd,FSD2792,NA,NA,NA,NA,NA
589,fsdfb1997,NA,Finland,NA,NA,NA,1997,NA,NA,paino,misc,fsd,FSD1179,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD1179/PIP/cbF1179.pdf,https://services.fsd.tuni.fi/catalogue/series/14?tab=studies&lang=en,NA
590,fsdfb1998,NA,Finland,NA,NA,NA,1998,NA,NA,paino,misc,fsd,FSD1178,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD1178/PIP/cbF1178.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/14?tab=studies&lang=en
591,fsdfb1999,NA,Finland,NA,NA,NA,1999,NA,NA,paino,misc,fsd,FSD1180,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD1180/PIP/cbF1180.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/14?tab=studies&lang=en
592,fsdfb2000,NA,Finland,NA,NA,NA,2000,NA,NA,paino,misc,fsd,FSD1114,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD1114/PIP/cbF1114.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/14?tab=studies&lang=en
593,fsdfb2001,NA,Finland,NA,NA,NA,2001,NA,NA,paino,misc,fsd,FSD1176,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD1176/PIP/cbF1176.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/14?tab=studies&lang=en
594,fsdfb2003,NA,Finland,NA,NA,NA,2003,NA,NA,paino,misc,fsd,FSD2130,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD2130/PIP/cbF2130.pdf,https://services.fsd.tuni.fi/catalogue/series/14?tab=studies&lang=en,NA
595,fsdfb2005,NA,Finland,NA,NA,NA,2005,NA,NA,paino,misc,fsd,FSD2283,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD2283/PIP/cbF2283.pdf,https://services.fsd.tuni.fi/catalogue/series/14?tab=studies&lang=en,NA
596,fsdfb2008,NA,Finland,NA,NA,NA,2008,NA,NA,paino,misc,fsd,FSD2792,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD2792/PIP/cbF2792.pdf,https://services.fsd.tuni.fi/catalogue/series/14?tab=studies&lang=en,NA
597,fsdfb2010,NA,Finland,NA,NA,NA,2010,NA,NA,paino,misc,fsd,FSD2793,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD2793/PIP/cbF2793.pdf,https://services.fsd.tuni.fi/catalogue/series/14?tab=studies&lang=en,NA
598,fsdfb2014,NA,Finland,NA,NA,NA,2014,NA,NA,paino,misc,fsd,FSD3005,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD3005/PIP/cbF3005.pdf,https://services.fsd.tuni.fi/catalogue/series/14?tab=studies&lang=en,NA
599,fsdfb2015,NA,Finland,NA,NA,NA,2015,NA,NA,paino,misc,fsd,FSD3396,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD3396/PIP/cbF3396e.pdf,NA,https://services.fsd.tuni.fi/catalogue/series/14?tab=studies&lang=en
600,fsdge1995,NA,Finland,NA,NA,NA,1996,NA,NA,WTkirkko,misc,fsd,FSD1125,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD1125/PIP/cbF1125e.pdf,NA,https://services.fsd.tuni.fi/catalogue/dip?id=612f75ce-5585-4698-b7a2-4c2610f5baa2&lang=en
601,fsdge1995,NA,Finland,NA,NA,NA,1996,NA,NA,WTkirkko,misc,fsd,FSD1125,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD1125/PIP/cbF1125e.pdf,NA,https://services.fsd.tuni.fi/catalogue/dip?id=612f75ce-5585-4698-b7a2-4c2610f5baa2&lang=en
602,fsdge1999,NA,Finland,NA,NA,NA,1999,NA,NA,WTkirkko,misc,fsd,FSD1107,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD1107/PIP/cbF1107e.pdf,NA,https://services.fsd.tuni.fi/catalogue/dip?id=8398fd93-a040-4678-be2f-b9f1d4f58e25&lang=en
603,fsdge2003,NA,Finland,NA,NA,NA,2003,NA,NA,NA,misc,fsd,FSD2258,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD2258/PIP/cbF2258e.pdf,NA,https://services.fsd.tuni.fi/catalogue/dip?id=f88b91ee-9d33-423a-9691-0c2bf42a6f5b&lang=en
604,fsdge2007,NA,Finland,NA,NA,NA,2007,NA,NA,NA,misc,fsd,FSD2710,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD2710/PIP/cbF2710e.pdf,NA,https://services.fsd.tuni.fi/catalogue/FSD2710/PIP/cbF2710e.pdf
605,fsdge2011,NA,Finland,NA,NA,NA,2011,NA,NA,WTkirkko,misc,fsd,FSD3094,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD3094/PIP/cbF3094e.pdf,NA,https://services.fsd.tuni.fi/catalogue/dip?id=e054bad6-3d2a-4266-9683-97f17a492d6c&lang=en
606,fsdge2015,NA,Finland,NA,NA,NA,2015,NA,NA,paino,misc,fsd,FSD3211,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD3211/PIP/cbF3211e.pdf,NA,https://services.fsd.tuni.fi/catalogue/dip?id=9f30f771-dab4-4729-abc4-f0787d2f3ec0&lang=en
607,fsdincome2018,NA,Finland,NA,NA,NA,2018,NA,NA,weight,misc,fsd,FSD3488,NA,NA,NA,NA,NA
608,fsdine2012,NA,Finland,NA,NA,NA,2012,NA,NA,bv12,misc,fsd,FSD3373,NA,NA,NA,NA,NA
609,fsdine2016,NA,Finland,NA,NA,NA,2016,NA,NA,bv3,misc,fsd,FSD3310,NA,NA,NA,NA,NA
610,fsdine2017,NA,Finland,NA,NA,NA,2017,NA,NA,bv1,misc,fsd,FSD3316,NA,NA,NA,NA,NA
611,fsdissp2020,NA,Finland,NA,NA,NA,2020,NA,NA,apaino,misc,fsd,FSD3513,NA,NA,NA,NA,NA
612,fsdsafety2006,NA,Finland,NA,NA,NA,2006,NA,NA,paino06,misc,fsd,FSD2232,NA,NA,NA,NA,NA
613,fsdsafety2009,NA,Finland,NA,NA,NA,2009,NA,NA,paino09,misc,fsd,FSD2502,NA,NA,NA,NA,NA
614,fsdscience2004,NA,Finland,NA,NA,NA,2004,NA,NA,NA,misc,fsd,FSD2023,NA,NA,NA,NA,NA
615,fsdtrust2000,NA,Finland,NA,NA,NA,2000,NA,NA,NA,misc,fsd,FSD2297,NA,NA,NA,NA,NA
616,fsdvoter_combo,NA,Finland,NA,NA,NA,NA,vuosi,NA,NA,misc,fsd,FSD2276,NA,NA,NA,NA,NA
617,fsdwsf2004,NA,Finland,NA,NA,NA,2004,NA,NA,NA,misc,fsd,FSD2884,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD2884/PIP/cbF2884e.pdf,NA,https://services.fsd.tuni.fi/catalogue/FSD2884?tab=download&lang=en&study_language=en
618,fsdwsf2006,NA,Finland,NA,NA,NA,2006,NA,NA,NA,misc,fsd,FSD2886,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD2886/PIP/cbF2886e.pdf,NA,https://services.fsd.tuni.fi/catalogue/FSD2886?tab=download&lang=en&study_language=en
619,fsdwsf2009,NA,Finland,NA,NA,NA,2009,NA,NA,NA,misc,fsd,FSD2888,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD2888/PIP/cbF2888e.pdf,NA,https://services.fsd.tuni.fi/catalogue/FSD2888?tab=download&lang=en&study_language=en
620,fsdwsf2013,NA,Finland,NA,NA,NA,2013,NA,NA,paino,misc,fsd,FSD3037,NA,NA,https://services.fsd.tuni.fi/catalogue/FSD3037/PIP/cbF3037e.pdf,NA,https://services.fsd.tuni.fi/catalogue/FSD3037?tab=download&lang=en&study_language=en
621,gallup_canada1965,NA,Canada,NA,NA,NA,1965,NA,NA,NA,roper,gallup_canada,CNCIPO1965-312,NA,NA,NA,NA,NA
622,gallup_canada1970,NA,Canada,NA,NA,NA,1970,NA,NA,NA,roper,gallup_canada,CNCIPO1970-344,NA,NA,NA,NA,NA
623,gallup_canada1972,NA,Canada,NA,NA,NA,1972,NA,NA,NA,roper,gallup_canada,CNCIPO1972-355,NA,NA,NA,NA,NA
624,gallup_canada197409,NA,Canada,NA,NA,NA,1974,NA,NA,NA,roper,gallup_canada,CNCIPO1974-368,NA,NA,NA,NA,NA
625,gallup_canada197507,NA,Canada,NA,NA,NA,1975,NA,NA,NA,roper,gallup_canada,CNCIPO1975-378,NA,NA,NA,NA,NA
626,gallup_canada197902,NA,Canada,NA,NA,NA,1979,NA,NA,NA,roper,gallup_canada,CNCIPO1979-421B,NA,NA,NA,NA,NA
627,gallup_canada198211,NA,Canada,NA,NA,NA,1982,NA,NA,wtvar,roper,gallup_canada,CNCIPO82-467-1,NA,NA,NA,NA,NA
628,gallup_canada198307,NA,Canada,NA,NA,NA,1983,NA,NA,NA,roper,gallup_canada,CNCIPO1983-475-1,NA,NA,NA,NA,NA
629,gallup_canada198703,NA,Canada,NA,NA,NA,1987,NA,NA,wtvar,dataverse,gallup_canada,gallup_canada198703,NA,https://doi.org/10.5683/SP2/GS2IRT,https://dataverse.scholarsportal.info/api/access/datafile/83133,NA,NA
630,gallup_canada198803,NA,Canada,NA,NA,NA,1988,NA,NA,wtvar,dataverse,gallup_canada,gallup_canada198803,NA,https://doi.org/10.5683/SP2/UF6I3H,https://dataverse.scholarsportal.info/api/access/datafile/83167,NA,NA
631,gallup_canada198805,NA,Canada,NA,NA,NA,1988,NA,NA,NA,roper,gallup_canada,CNCIPO1988-533-1,NA,NA,NA,NA,NA
632,gallup_canada198809,NA,Canada,NA,NA,NA,1988,NA,NA,weight,roper,gallup_canada,CNCIPO1988-809-1,NA,NA,NA,NA,NA
633,gallup_canada198902,NA,Canada,NA,NA,NA,1989,NA,NA,weight,roper,gallup_canada,31082191,NA,NA,NA,NA,NA
634,gallup_canada198908,NA,Canada,NA,NA,NA,1989,NA,NA,weight,roper,gallup_canada,CNCIPO1989-908-2,NA,NA,NA,"list(file = file_path, var_names = c(""qq5"", ""q6a"", ""weight""), var_positions = c(39, 25, 15), var_widths = c(1, 1, 5))",NA
635,gallup_canada198908a,NA,Canada,NA,NA,NA,1989,NA,NA,wtvar,dataverse,gallup_canada,gallup_canada198908a,NA,https://borealisdata.ca/dataset.xhtml?persistentId=doi:10.5683/SP2/MN4FME,NA,NA,NA
636,gallup_canada198912,NA,Canada,NA,NA,NA,1989,NA,NA,weight,roper,gallup_canada,CNCIPO1989-912-1,NA,NA,NA,NA,NA
637,gallup_canada199009,NA,Canada,NA,NA,NA,1990,NA,NA,weight,roper,gallup_canada,CNCIPO1990-009-2,NA,NA,NA,NA,NA
638,gallup_canada199105,NA,Canada,NA,NA,NA,1991,NA,NA,weight,roper,gallup_canada,CNCIPO1991-105-1,NA,NA,NA,NA,NA
639,gallup_canada199106,NA,Canada,NA,NA,NA,1991,NA,NA,wtvar,dataverse,gallup_canada,gallup_canada199106,NA,https://doi.org/10.5683/SP2/V7XPNY,NA,NA,NA
640,gallup_canada199205,NA,Canada,NA,NA,NA,1992,NA,NA,weight,dataverse,gallup_canada,gallup_canada199205,NA,https://doi.org/10.5683/SP2/OTWG9Z,NA,NA,NA
641,gallup_canada199209,NA,Canada,NA,NA,NA,1992,NA,NA,weight,roper,gallup_canada,CNCIPO1992-809T,NA,NA,NA,NA,NA
642,gallup_canada199306,NA,Canada,NA,NA,NA,1993,NA,NA,weight,roper,gallup_canada,CNCIPO1993-656T,NA,NA,NA,NA,NA
643,gallup_canada199312,NA,Canada,NA,NA,NA,1993,NA,NA,weight,roper,gallup_canada,31082204,NA,NA,NA,"list(file = file_path, var_names = c(""q8"", ""weight""), total_cards = 6, var_cards = c(5, 1), var_positions = c(14, 15), var_widths = c(1, 5))",NA
644,gallup_canada199505,NA,Canada,NA,NA,NA,1995,NA,NA,weight,roper,gallup_canada,CNCIPO1995-95005,NA,NA,NA,"list(file = file_path, var_names = c(""q4a"", ""weight""), total_cards = 6, var_cards = c(5, 1), var_positions = c(35, 15), var_widths = c(1, 5))",NA
645,gallup_canada199508,NA,Canada,NA,NA,NA,1995,NA,NA,weight,roper,gallup_canada,CNCIPO1995-95008,NA,NA,NA,NA,NA
646,gallup_canada1996,NA,Canada,NA,NA,NA,1996,NA,NA,weight,roper,gallup_canada,CNCIPO1996-96010,NA,NA,NA,NA,NA
647,gallup_canada199605,NA,Canada,NA,NA,NA,1996,NA,NA,weight,roper,gallup_canada,CNCIPO1996-96005,NA,NA,NA,"list(file = file_path, var_names = c(""q4"", ""weight""), total_cards = 6, var_cards = c(5, 1), var_positions = c(22, 15), var_widths = c(1, 5))",NA
648,gallup_canada199611,NA,Canada,NA,NA,NA,1996,NA,NA,weight,roper,gallup_canada,CNCIPO1996-96011,NA,NA,NA,"list(file = file_path, var_names = c(""q11a"", ""weight""), total_cards = 6, var_cards = c(5, 1), var_positions = c(52, 15), var_widths = c(1, 5))",NA
649,gallup_canada199707,NA,Canada,NA,NA,NA,1997,NA,NA,weight,roper,gallup_canada,CNCIPO1997-97007,NA,NA,NA,"list(file = file_path, var_names = c(""q5"", ""weight""), total_cards = 6, var_cards = c(5, 1), var_positions = c(27, 15), var_widths = c(1, 5))",NA
650,gallup_canada199711,NA,Canada,NA,NA,NA,1997,NA,NA,weight,roper,gallup_canada,CNCIPO1997-97011,NA,NA,NA,NA,NA
651,gallup_canada199807,NA,Canada,NA,NA,NA,1998,NA,NA,weight,roper,gallup_canada,CNCIPO1998-98007,NA,NA,NA,"list(file = file_path, var_names = c(""q6"", ""weight""), total_cards = 6, var_cards = c(5, 1), var_positions = c(61, 15), var_widths = c(1, 5))",NA
652,gallup_canada199811,NA,Canada,NA,NA,NA,1998,NA,NA,weight,roper,gallup_canada,CNCIPO1998-98011,NA,NA,NA,NA,NA
653,gallup_canada1999,NA,Canada,NA,NA,NA,1999,NA,NA,NA,roper,gallup_canada,CNCIPO1999-04,NA,NA,NA,NA,NA
654,gallup_canada199907,NA,Canada,NA,NA,NA,1999,NA,NA,weight,roper,gallup_canada,CNCIPO1999-07,NA,NA,NA,"list(file = file_path, var_names = c(""q5"", ""weight""), total_cards = 6, var_cards = c(5, 1), var_positions = c(61, 15), var_widths = c(1, 5))",NA
655,gallup_canada199911,NA,Canada,NA,NA,NA,1999,NA,NA,weight,roper,gallup_canada,CNCIPO1999-11,NA,NA,NA,NA,NA
656,gallup_canada2000,NA,Canada,NA,NA,NA,2000,NA,NA,weight,roper,gallup_canada,CNCIPO2000-02,NA,NA,NA,NA,NA
657,gallup_canada200007,NA,Canada,NA,NA,NA,2000,NA,NA,weight,roper,gallup_canada,CNCIPO2000-07,NA,NA,NA,"list(file = file_path, var_names = c(""q5"", ""weight""), total_cards = 6, respondent_pattern = ""^\\d{4}"", card_pattern = ""(?<=^\\d{5})\\d"", var_cards = c(5, 1), var_positions = c(61, 15), var_widths = c(1, 5))",NA
658,gallup_canada200011,NA,Canada,NA,NA,NA,2000,NA,NA,weight,roper,gallup_canada,CNCIPO2000-11,NA,NA,NA,NA,NA
659,gallup_uk196910,NA,United Kingdom,NA,NA,NA,1969,NA,NA,NA,roper,gallup_uk,GBSSLT1969-CQ654,NA,NA,NA,NA,NA
660,gallup_uk197311,NA,United Kingdom,NA,NA,NA,1973,NA,NA,NA,roper,gallup_uk,GBSSLT1973-CQ876,NA,NA,NA,NA,NA
661,gallup_uk197501,NA,United Kingdom,NA,NA,NA,1975,NA,NA,NA,roper,gallup_uk,GBSSLT1975-CQ945,NA,NA,NA,NA,NA
662,gallup_uk1977,NA,United Kingdom,NA,NA,NA,1977,NA,NA,NA,roper,gallup_uk,GBSSLT1977-CQ575,NA,NA,NA,NA,NA
663,gallup_uk1981,NA,United Kingdom,NA,NA,NA,1981,NA,NA,NA,misc,roper_request,GBSSLT1981-CQ792,NA,NA,NA,NA,NA
664,gallup_uk198202,NA,United Kingdom,NA,NA,NA,1982,NA,NA,NA,roper,gallup_uk,GBSSLT1982-CQ806,NA,NA,NA,NA,NA
665,gallup_uk1985,NA,United Kingdom,NA,NA,NA,1985,NA,NA,NA,misc,roper_request,GBSSLT1985-CQ958A,NA,NA,NA,NA,NA
666,gallup_uk1986,NA,United Kingdom,NA,NA,NA,1986,NA,NA,NA,misc,roper_request,GBSSLT1986-CQ044A,NA,NA,NA,NA,NA
667,gallup_us196208,NA,United States,NA,NA,NA,1962,NA,NA,NA,roper,gallup_us,USAIPO1962-0662,NA,NA,NA,"list(file = file_path, var_names = c(""q21a"", ""q21b"", ""q21c""), var_cards = c(1, 1, 1), var_positions = c(53, 54, 55), var_widths = c(1, 1, 1), total_cards = 2)",NA
668,gallup_us196512,NA,United States,NA,NA,NA,1965,NA,NA,NA,roper,gallup_us,USAIPO1965-0721,NA,NA,NA,"list(file = file_path, var_names = c(""q25a"", ""q25b"", ""q25c""), var_cards = c(2, 2, 2), var_positions = c(46, 47, 48), var_widths = c(1, 1, 1), total_cards = 2)",NA
669,gallup_us196909,NA,United States,NA,NA,NA,1969,NA,NA,weight,roper,gallup_us,USAIPO1969-0788,NA,NA,NA,"list(file = file_path, var_names = c(""q44a"", ""q44b"", ""q44c"", ""q44d"", ""weight""), var_positions = c(29, 30, 31, 32, 64), var_widths = c(1, 1, 1, 1, 1))",NA
670,gallup_us197706,NA,United States,NA,NA,NA,1977,NA,NA,weight,roper,gallup_us,USAIPO1977-0978,NA,NA,NA,NA,NA
671,gallup_us197811_ct,NA,United States,NA,NA,NA,1978,NA,NA,weight,roper,gallup_us,USAIPOSPGO1978-78139,NA,NA,NA,"list(file = file_path, var_names = c(""q60"", ""weight""), var_positions = c(67, 1), var_widths = c(1, 1))",NA
672,gallup_us198206,NA,United States,NA,NA,NA,1982,NA,NA,weight,roper,gallup_us,USAIPO1982-1197G,NA,NA,NA,"list(file = file_path, var_names = c(""q09h"", ""q09j"", ""weight""), var_positions = c(36, 38, 1), var_widths = c(1, 1, 1))",NA
673,gallup_us198606,NA,United States,NA,NA,NA,1986,NA,NA,weight,roper,gallup_us,USAIPO1986-1266G,NA,NA,NA,NA,NA
674,gallup_us198606a,NA,United States,NA,NA,NA,1986,NA,NA,weight,roper,gallup_us,31091243,NA,NA,NA,"list(file = file_path, var_names = c(""q6"", ""q14"", ""q38"", ""weight""), var_cards = c(1, 1, 1, 3), var_positions = c(41, 51, 79, 49), var_widths = c(1, 1, 1, 6), total_cards = 3)",NA
675,gallup_us198703,NA,United States,NA,NA,NA,1987,NA,NA,weight,roper,gallup_us,USAIPOSPAI1987-852,NA,NA,NA,"list(file = file_path, var_names = c(""q20"", ""weight""), var_positions = c(32, 4), var_widths = c(1, 3))",NA
676,gallup_us198807,NA,United States,NA,NA,NA,1988,NA,NA,weight,roper,gallup_us,USAIPOSPAI1988-874,NA,NA,NA,NA,NA
677,gallup_us198909,NA,United States,NA,NA,NA,1989,NA,NA,weight,roper,gallup_us,USAIPOSPGONEW1989-89262,NA,NA,NA,NA,NA
