,survey,cy_var,country_var,cc_origin,cc_dict,cc_match,year,year_var,year_dict,wt,archive,surv_program,file_id,subfile,data_link,cb_link,read_ascii_args
255,dkes2007,,Denmark,,,,2007,,,,misc,dkcssr,dkes2007,,http://cssr.surveybank.aau.dk/webview/pdf?&mode=ddiToPDF&executepdf=true&study=http://172.18.36.233:80/obj/fStudy/ElectionStudy-2007&file=/nesstar/temp/download4897844773925322266.tmp/ElectionStudy-2007.zip&server=http://cssr.surveybank.aau.dk:80,,
256,dkes2011,,Denmark,,,,2011,,,,misc,dkcssr,dkes2011,,http://cssr.surveybank.aau.dk/webview/pdf?&mode=ddiToPDF&executepdf=true&study=http://172.18.36.233:80/obj/fStudy/ElectionStudy-2011&file=/nesstar/temp/download6927678728671535041.tmp/ElectionStudy-2011.zip&server=http://cssr.surveybank.aau.dk:80,,
257,dksfpo1999,,Denmark,,,,1999,,,,misc,dkcssr,formpubop,,http://cssr.surveybank.aau.dk/webview/pdf?&mode=ddiToPDF&executepdf=true&study=http://172.18.36.233:80/obj/fStudy/Surveysabouttheformationofpublicopinion1999-2003&file=/nesstar/temp/download6112582944255120458.tmp/Surveysabouttheformationofpublicopinion1999-2003.zip&server=http://cssr.surveybank.aau.dk:80,,
258,dksfpo2000,,Denmark,,,,2000,,,,misc,dkcssr,formpubop,,http://cssr.surveybank.aau.dk/webview/pdf?&mode=ddiToPDF&executepdf=true&study=http://172.18.36.233:80/obj/fStudy/Surveysabouttheformationofpublicopinion1999-2003&file=/nesstar/temp/download6112582944255120458.tmp/Surveysabouttheformationofpublicopinion1999-2003.zip&server=http://cssr.surveybank.aau.dk:80,,
259,dksfpo2001,,Denmark,,,,2001,,,,misc,dkcssr,formpubop,,http://cssr.surveybank.aau.dk/webview/pdf?&mode=ddiToPDF&executepdf=true&study=http://172.18.36.233:80/obj/fStudy/Surveysabouttheformationofpublicopinion1999-2003&file=/nesstar/temp/download6112582944255120458.tmp/Surveysabouttheformationofpublicopinion1999-2003.zip&server=http://cssr.surveybank.aau.dk:80,,
260,dksfpo2002,,Denmark,,,,2002,,,,misc,dkcssr,formpubop,,http://cssr.surveybank.aau.dk/webview/pdf?&mode=ddiToPDF&executepdf=true&study=http://172.18.36.233:80/obj/fStudy/Surveysabouttheformationofpublicopinion1999-2003&file=/nesstar/temp/download6112582944255120458.tmp/Surveysabouttheformationofpublicopinion1999-2003.zip&server=http://cssr.surveybank.aau.dk:80,,
261,dksfpo2003,,Denmark,,,,2003,,,,misc,dkcssr,formpubop,,http://cssr.surveybank.aau.dk/webview/pdf?&mode=ddiToPDF&executepdf=true&study=http://172.18.36.233:80/obj/fStudy/Surveysabouttheformationofpublicopinion1999-2003&file=/nesstar/temp/download6112582944255120458.tmp/Surveysabouttheformationofpublicopinion1999-2003.zip&server=http://cssr.surveybank.aau.dk:80,,
,eass_w1,,v2,,,,,v1,,weight,icpsr,eass,ICPSR_34608,,,,
,eass_w2,,v2,,,,,v1,,weight,icpsr,eass,ICPSR_36277,,,,
262,eb05,,v4,,,,1975,,,,gesis,eb,ZA0989,,,,
263,eb06,,v4,,,,1976,,,,gesis,eb,ZA0990,,,,
264,eb10,,v8,,,"c(""""NORTHERN IRELAND""""=""""United Kingdom"""")",1978,,,"wt <- t_data$v6; wt[grep(""""GB\\-"""", t_data$isocntry)] <- t_data$v7[grep(""""GB\\-"""", t_data$isocntry)]",gesis,eb,ZA0994,,,,
265,eb11,,v8,,,"c(""""NORTHERN IRELAND""""=""""United Kingdom"""")",1979,,,"wt <- t_data$v6; wt[grep(""""GB\\-"""", t_data$isocntry)] <- t_data$v7[grep(""""GB\\-"""", t_data$isocntry)]",gesis,eb,ZA1036,,,,
266,eb16,,v5,,,"c(""""NORTHERN IRELAND""""=""""United Kingdom"""")",1981,,,"wt <- t_data$v6; wt[grep(""""GB\\-"""", t_data$isocntry)] <- t_data$v8[grep(""""GB\\-"""", t_data$isocntry)]",gesis,eb,ZA1207,,,,
267,eb19,,v5,,,,1983,,,v6,gesis,eb,ZA1318,,,,
268,eb20,,v5,,,,1983,,,v6,gesis,eb,ZA1319,,,,
269,eb21,,v5,,,,1984,,,v6,gesis,eb,ZA1320,,,,
,eb24,,v5,,,,1985,,,v6,gesis,eb,ZA1542,,,,
,eb25,,v5,,,,1986,,,v6,gesis,eb,ZA1543,,,,
270,eb28,,v5,,,,1987,,,v6,gesis,eb,ZA1713,,,,
271,eb30,,v5,,,,1988,,,v6,gesis,eb,ZA1715,,,,
272,eb36,,v6,,,"c(""""WEST GERMANY""""=""""Germany"""", """"EAST GERMANY""""=""""Germany"""")",1991,,,"wt <- t_data$v7; wt[grep(""""DE\\-"""", t_data$isocntry)] <- t_data$v12[grep(""""DE\\-"""", t_data$isocntry)]; wt[grep(""""NO"""", t_data$isocntry)] <- 1",gesis,eb,ZA2081,,,,
273,eb37,,v5,,,"c(""""WEST GERMANY""""=""""Germany"""", """"EAST GERMANY""""=""""Germany"""")",1992,,,"wt <- t_data$v6; wt[grep(""""DE\\-"""", t_data$isocntry)] <- t_data$v12[grep(""""DE\\-"""", t_data$isocntry)]; wt[grep(""""NO"""", t_data$isocntry)] <- 1",gesis,eb,ZA2141,,,,
274,eb38,,v5,,,"c(""""NORTHERN IRELAND""""=""""United Kingdom"""", """"WEST GERMANY""""=""""Germany"""", """"EAST GERMANY""""=""""Germany"""")",1992,,,"wt <- t_data$v9; wt[grep(""""DE\\-"""", t_data$isocntry)] <- t_data$v11[grep(""""DE\\-"""", t_data$isocntry)]; wt[grep(""""GB\\-"""", t_data$isocntry)] <- t_data$v6[grep(""""GB\\-"""", t_data$isocntry)]; wt[grep(""""NO"""", t_data$isocntry)] <- 1",gesis,eb,ZA2294,,,,
275,eb39,,v10,,,"c(""""NORTHERN IRELAND""""=""""United Kingdom"""")",1993,,,"wt <- t_data$v9; wt[grep(""""DE\\-"""", t_data$isocntry)] <- t_data$v12[grep(""""DE\\-"""", t_data$isocntry)]; wt[grep(""""GB\\-"""", t_data$isocntry)] <- t_data$v7[grep(""""GB\\-"""", t_data$isocntry)]; wt[grep(""""NO"""", t_data$isocntry)] <- 1; wt[grep(""""FI"""", t_data$isocntry)] <- 1",gesis,eb,ZA2346,,,,
276,eb411,,v5,,,"c(""""WEST GERMANY""""=""""Germany"""", """"EAST GERMANY""""=""""Germany"""")",1994,,,"wt <- t_data$v6; wt[grep(""""DE\\-"""", t_data$isocntry)] <- t_data$v11[grep(""""DE\\-"""", t_data$isocntry)]",gesis,eb,ZA2491,,,,
277,eb441,,v5,,,"c(""""WEST GERMANY""""=""""Germany"""", """"EAST GERMANY""""=""""Germany"""")",1995,,,"wt <- t_data$v6; wt[grep(""""DE\\-"""", t_data$isocntry)] <- t_data$v11[grep(""""DE\\-"""", t_data$isocntry)]",gesis,eb,ZA2690,,,,
278,eb443,,v6,,,"c(""""WEST GERMANY""""=""""Germany"""", """"EAST GERMANY""""=""""Germany"""")",1996,,,"wt <- t_data$v7; wt[grep(""""DE\\-"""", t_data$isocntry)] <- t_data$v12[grep(""""DE\\-"""", t_data$isocntry)]",gesis,eb,ZA2830,,,,
279,eb471,,v13,,,,1997,,,v14,gesis,eb,ZA2936,,,,
,eb48,,v13,,,,1997,,,"wt <- t_data$v14; wt[grep(""""NO"""", t_data$isocntry)] <- 1",gesis,eb,ZA2959,,,,
,eb501,,v13,,,,1998,,,"wt <- t_data$v14; wt[grep(""""NO"""", t_data$isocntry)] <- 1",gesis,eb,ZA3086,,,,
,eb51,,v13,,,,1999,,,"wt <- t_data$v14; wt[grep(""""NO"""", t_data$isocntry)] <- 1",gesis,eb,ZA3171,,,,
280,eb521,,v13,,,,1999,,,"wt <- t_data$v14; wt[grep(""""NO"""", t_data$isocntry)] <- 1",gesis,eb,ZA3205,,,,
281,eb53,,v13,,,,2000,,,"wt <- t_data$v14; wt[grep(""""NO"""", t_data$isocntry)] <- 1",gesis,eb,ZA3296,,,,
,eb541,,v13,,,,2000,,,"wt <- t_data$v14; wt[grep(""""NO"""", t_data$isocntry)] <- 1",gesis,eb,ZA3387,,,,
,eb551,,v12,,,,2001,,,"wt <- t_data$v13; wt[grep(""""NO"""", t_data$isocntry)] <- 1",gesis,eb,ZA3507,,,,
282,eb561,,v12,,,,2001,,,"wt <- t_data$v13; wt[grep(""""NO"""", t_data$isocntry)] <- 1",gesis,eb,ZA3626,,,,
,eb562,,v12,,,,2001,,,"wt <- t_data$v13; wt[grep(""""NO"""", t_data$isocntry)] <- 1",gesis,eb,ZA3627,,,,
,eb571,,v12,,,,2002,,,"wt <- t_data$v13; wt[grep(""""NO"""", t_data$isocntry)] <- 1",gesis,eb,ZA3639,,,,
283,eb58,,v12,,,,2002,,,v13,gesis,eb,ZA3692,,,,
,eb591,,v13,,,,2003,,,"wt <- t_data$v14; wt[grep(""""NO"""", t_data$v7)] <- 1",gesis,eb,ZA3904,,,,
284,eb592,,v13,,,,2003,,,v14,gesis,eb,ZA3905,,,,
285,eb601,,v12,,,,2003,,,v13,gesis,eb,ZA3938,,,,
,eb61,,v12,,,,2004,,,"wt <- t_data$v13; wt[grep(""""NO"""", t_data$isocntry)] <- 1",gesis,eb,ZA4056,,,,
,eb62,,v6,,,,2004,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$v7)] <- t_data$v12[grep(""""DE\\-"""", t_data$v7)]; wt[grep(""""GB\\-"""", t_data$v7)] <- t_data$v10[grep(""""GB\\-"""", t_data$v7)]",gesis,eb,ZA4229,,,,
286,eb621,,v6,,,"c(""""Northern Ireland""""=""""United Kingdom"""", """"Germany East""""=""""Germany"""", """"Germany West""""=""""Germany"""")",2004,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$isocntry)] <- t_data$v12[grep(""""DE\\-"""", t_data$isocntry)]; wt[grep(""""GB\\-"""", t_data$isocntry)] <- t_data$v10[grep(""""GB\\-"""", t_data$isocntry)]",gesis,eb,ZA4230,,,,
,eb622,,v6,,,"c(""""Northern Ireland""""=""""United Kingdom"""", """"Germany East""""=""""Germany"""", """"Germany West""""=""""Germany"""")",2004,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$v7)] <- t_data$v12[grep(""""DE\\-"""", t_data$v7)]; wt[grep(""""GB\\-"""", t_data$v7)] <- t_data$v10[grep(""""GB\\-"""", t_data$v7)]",gesis,eb,ZA4231,,,,
287,eb631,,v6,,,"c(""""Northern Ireland""""=""""United Kingdom"""", """"Germany East""""=""""Germany"""", """"Germany West""""=""""Germany"""")",2005,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$isocntry)] <- t_data$v12[grep(""""DE\\-"""", t_data$isocntry)]; wt[grep(""""GB\\-"""", t_data$isocntry)] <- t_data$v10[grep(""""GB\\-"""", t_data$isocntry)]",gesis,eb,ZA4233,,,,
,eb634,,v6,,,"c(""""Northern Ireland""""=""""United Kingdom"""", """"Germany East""""=""""Germany"""", """"Germany West""""=""""Germany"""")",2005,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$v7)] <- t_data$v12[grep(""""DE\\-"""", t_data$v7)]; wt[grep(""""GB\\-"""", t_data$v7)] <- t_data$v10[grep(""""GB\\-"""", t_data$v7)]",gesis,eb,ZA4411,,,,
288,eb642,,v6,,,"c(""""Northern Ireland""""=""""United Kingdom"""", """"Germany East""""=""""Germany"""", """"Germany West""""=""""Germany"""", """"Cyprus (CY-TCC)""""=""""Northern Cyprus"""")",2005,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$isocntry)] <- t_data$v12[grep(""""DE\\-"""", t_data$isocntry)]; wt[grep(""""GB\\-"""", t_data$isocntry)] <- t_data$v10[grep(""""GB\\-"""", t_data$isocntry)]",gesis,eb,ZA4414,,,,
,eb652,,v6,,,"c(""""Northern Ireland""""=""""United Kingdom"""", """"Germany East""""=""""Germany"""", """"Germany West""""=""""Germany"""", """"Cyprus (CY-TCC)""""=""""Northern Cyprus"""")",2006,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$v7)] <- t_data$v12[grep(""""DE\\-"""", t_data$v7)]; wt[grep(""""GB\\-"""", t_data$v7)] <- t_data$v10[grep(""""GB\\-"""", t_data$v7)]",gesis,eb,ZA4506,,,,
289,eb653,,v6,,,"c(""""Northern Ireland""""=""""United Kingdom"""", """"Germany East""""=""""Germany"""", """"Germany West""""=""""Germany"""", """"Cyprus (CY-TCC)""""=""""Northern Cyprus"""")",2006,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$isocntry)] <- t_data$v12[grep(""""DE\\-"""", t_data$isocntry)]; wt[grep(""""GB\\-"""", t_data$isocntry)] <- t_data$v10[grep(""""GB\\-"""", t_data$isocntry)]",gesis,eb,ZA4507,,,,
290,eb661,,v6,,,"c(""""Northern Ireland""""=""""United Kingdom"""", """"Germany East""""=""""Germany"""", """"Germany West""""=""""Germany"""", """"Cyprus (CY-TCC)""""=""""Northern Cyprus"""")",2006,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$isocntry)] <- t_data$v12[grep(""""DE\\-"""", t_data$isocntry)]; wt[grep(""""GB\\-"""", t_data$isocntry)] <- t_data$v10[grep(""""GB\\-"""", t_data$isocntry)]",gesis,eb,ZA4526,,,,
291,eb663,,v6,,,"c(""""Northern Ireland""""=""""United Kingdom"""", """"Germany East""""=""""Germany"""", """"Germany West""""=""""Germany"""", """"Cyprus (CY-TCC)""""=""""Northern Cyprus"""")",2006,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$v7)] <- t_data$v10[grep(""""DE\\-"""", t_data$v7)]; wt[grep(""""GB\\-"""", t_data$v7)] <- t_data$v12[grep(""""GB\\-"""", t_data$v7)]",gesis,eb,ZA4528,,,,
,eb672,,v6,,,"c(""""Northern Ireland""""=""""United Kingdom"""", """"Germany East""""=""""Germany"""", """"Germany West""""=""""Germany"""", """"Cyprus (CY-TCC)""""=""""Northern Cyprus"""")",2007,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$v7)] <- t_data$v10[grep(""""DE\\-"""", t_data$v7)]; wt[grep(""""GB\\-"""", t_data$v7)] <- t_data$v12[grep(""""GB\\-"""", t_data$v7)]",gesis,eb,ZA4530,,,,
,eb681,,v6,,,"c(""""Northern Ireland""""=""""United Kingdom"""", """"Germany East""""=""""Germany"""", """"Germany West""""=""""Germany"""", """"Cyprus (CY-TCC)""""=""""Northern Cyprus"""")",2007,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$v7)] <- t_data$v10[grep(""""DE\\-"""", t_data$v7)]; wt[grep(""""GB\\-"""", t_data$v7)] <- t_data$v12[grep(""""GB\\-"""", t_data$v7)]",gesis,eb,ZA4565,,,,
292,eb691,,v6,,,"c(""""Northern Ireland""""=""""United Kingdom"""", """"Germany East""""=""""Germany"""", """"Germany West""""=""""Germany"""", """"Cyprus (CY-TCC)""""=""""Northern Cyprus"""")",2008,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$v7)] <- t_data$v10[grep(""""DE\\-"""", t_data$v7)]; wt[grep(""""GB\\-"""", t_data$v7)] <- t_data$v12[grep(""""GB\\-"""", t_data$v7)]",gesis,eb,ZA4743,,,,
293,eb692,,v6,,,"c(""""Northern Ireland""""=""""United Kingdom"""", """"Germany East""""=""""Germany"""", """"Germany West""""=""""Germany"""", """"Cyprus (CY-TCC)""""=""""Northern Cyprus"""")",2008,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$v7)] <- t_data$v12[grep(""""DE\\-"""", t_data$v7)]; wt[grep(""""GB\\-"""", t_data$v7)] <- t_data$v10[grep(""""GB\\-"""", t_data$v7)]",gesis,eb,ZA4744,,,,
,eb701,,v6,,,"c(""""Northern Ireland""""=""""United Kingdom"""", """"Germany East""""=""""Germany"""", """"Germany West""""=""""Germany"""", """"Cyprus (CY-TCC)""""=""""Northern Cyprus"""")",2008,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$v7)] <- t_data$v12[grep(""""DE\\-"""", t_data$v7)]; wt[grep(""""GB\\-"""", t_data$v7)] <- t_data$v10[grep(""""GB\\-"""", t_data$v7)]",gesis,eb,ZA4819,,,,
,eb711,,v6,,,"c(""""Northern Ireland""""=""""United Kingdom"""", """"Germany East""""=""""Germany"""", """"Germany West""""=""""Germany"""", """"Cyprus (CY-TCC)""""=""""Northern Cyprus"""")",2009,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$v7)] <- t_data$v12[grep(""""DE\\-"""", t_data$v7)]; wt[grep(""""GB\\-"""", t_data$v7)] <- t_data$v10[grep(""""GB\\-"""", t_data$v7)]",gesis,eb,ZA4971,,,,
294,eb712,,v6,,,"c(""""Northern Ireland""""=""""United Kingdom"""", """"Germany East""""=""""Germany"""", """"Germany West""""=""""Germany"""", """"Cyprus (CY-TCC)""""=""""Northern Cyprus"""")",2009,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$v7)] <- t_data$v10[grep(""""DE\\-"""", t_data$v7)]; wt[grep(""""GB\\-"""", t_data$v7)] <- t_data$v12[grep(""""GB\\-"""", t_data$v7)]",gesis,eb,ZA4972,,,,
295,eb713,,v6,,,"c(""""Northern Ireland""""=""""United Kingdom"""", """"Germany East""""=""""Germany"""", """"Germany West""""=""""Germany"""", """"Cyprus (CY-TCC)""""=""""Northern Cyprus"""")",2009,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$v7)] <- t_data$v12[grep(""""DE\\-"""", t_data$v7)]; wt[grep(""""GB\\-"""", t_data$v7)] <- t_data$v10[grep(""""GB\\-"""", t_data$v7)]",gesis,eb,ZA4973,,,,
296,eb721,,v6,,,"c(""""Northern Ireland""""=""""United Kingdom"""", """"Germany East""""=""""Germany"""", """"Germany West""""=""""Germany"""", """"Cyprus (CY-TCC)""""=""""Northern Cyprus"""")",2009,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$v7)] <- t_data$v12[grep(""""DE\\-"""", t_data$v7)]; wt[grep(""""GB\\-"""", t_data$v7)] <- t_data$v10[grep(""""GB\\-"""", t_data$v7)]",gesis,eb,ZA4975,,,,
297,eb722,,v6,,,"c(""""Northern Ireland""""=""""United Kingdom"""", """"Germany East""""=""""Germany"""", """"Germany West""""=""""Germany"""", """"Cyprus (CY-TCC)""""=""""Northern Cyprus"""")",2009,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$v7)] <- t_data$v12[grep(""""DE\\-"""", t_data$v7)]; wt[grep(""""GB\\-"""", t_data$v7)] <- t_data$v10[grep(""""GB\\-"""", t_data$v7)]",gesis,eb,ZA4976,,,,
,eb724,,v6,,,"c(""""Northern Ireland""""=""""United Kingdom"""", """"Germany East""""=""""Germany"""", """"Germany West""""=""""Germany"""", """"Cyprus (CY-TCC)""""=""""Northern Cyprus"""")",2009,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$v7)] <- t_data$v12[grep(""""DE\\-"""", t_data$v7)]; wt[grep(""""GB\\-"""", t_data$v7)] <- t_data$v10[grep(""""GB\\-"""", t_data$v7)]",gesis,eb,ZA4994,,,,
,eb734,,v6,,,"c(""""Northern Ireland""""=""""United Kingdom"""", """"Germany East""""=""""Germany"""", """"Germany West""""=""""Germany"""", """"Cyprus (CY-TCC)""""=""""Northern Cyprus"""")",2010,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$v7)] <- t_data$v12[grep(""""DE\\-"""", t_data$v7)]; wt[grep(""""GB\\-"""", t_data$v7)] <- t_data$v10[grep(""""GB\\-"""", t_data$v7)]",gesis,eb,ZA5234,,,,
298,eb741,,v6,,,"c(""""Northern Ireland""""=""""United Kingdom"""", """"Germany East""""=""""Germany"""", """"Germany West""""=""""Germany"""", """"Cyprus (CY-TCC)""""=""""Northern Cyprus"""")",2010,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$v7)] <- t_data$v12[grep(""""DE\\-"""", t_data$v7)]; wt[grep(""""GB\\-"""", t_data$v7)] <- t_data$v10[grep(""""GB\\-"""", t_data$v7)]",gesis,eb,ZA5237,,,,
,eb742,,v6,,,"c(""""Northern Ireland""""=""""United Kingdom"""", """"Germany East""""=""""Germany"""", """"Germany West""""=""""Germany"""", """"Cyprus (CY-TCC)""""=""""Northern Cyprus"""")",2010,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$v7)] <- t_data$v12[grep(""""DE\\-"""", t_data$v7)]; wt[grep(""""GB\\-"""", t_data$v7)] <- t_data$v10[grep(""""GB\\-"""", t_data$v7)]",gesis,eb,ZA5449,,,,
,eb753,,v6,,,"c(""""Northern Ireland""""=""""United Kingdom"""", """"Germany East""""=""""Germany"""", """"Germany West""""=""""Germany"""", """"Cyprus (CY-TCC)""""=""""Northern Cyprus"""")",2011,,,"wt <- t_data$v8; wt[grep(""""DE\\-"""", t_data$v7)] <- t_data$v12[grep(""""DE\\-"""", t_data$v7)]; wt[grep(""""GB\\-"""", t_data$v7)] <- t_data$v10[grep(""""GB\\-"""", t_data$v7)]",gesis,eb,ZA5481,,,,
299,eb761,,country,,,"c(""""GB-NIR - Northern Ireland""""=""""United Kingdom"""", """"DE-E - Germany East""""=""""Germany"""", """"DE-W - Germany West""""=""""Germany"""")",2011,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]; wt[t_data$c_dcpo==""""United Kingdom""""] <- t_data$w4[t_data$c_dcpo==""""United Kingdom""""]",gesis,eb,ZA5565,,,,
,eb763,,country,,,"c(""""GB-NIR - Northern Ireland""""=""""United Kingdom"""", """"DE-E - Germany East""""=""""Germany"""", """"DE-W - Germany West""""=""""Germany"""")",2011,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]; wt[t_data$c_dcpo==""""United Kingdom""""] <- t_data$w4[t_data$c_dcpo==""""United Kingdom""""]",gesis,eb,ZA5567,,,,
,eb773,,country,,,"c(""""GB-NIR - Northern Ireland""""=""""United Kingdom"""", """"DE-E - Germany East""""=""""Germany"""", """"DE-W - Germany West""""=""""Germany"""")",2012,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]; wt[t_data$c_dcpo==""""United Kingdom""""] <- t_data$w4[t_data$c_dcpo==""""United Kingdom""""]",gesis,eb,ZA5612,,,,
300,eb774,,country,,,"c(""""GB-NIR - Northern Ireland""""=""""United Kingdom"""", """"DE-E - Germany East""""=""""Germany"""", """"DE-W - Germany West""""=""""Germany"""")",2012,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]; wt[t_data$c_dcpo==""""United Kingdom""""] <- t_data$w4[t_data$c_dcpo==""""United Kingdom""""]",gesis,eb,ZA5613,,,,
,eb781,,country,,,"c(""""GB-NIR - Northern Ireland""""=""""United Kingdom"""", """"DE-E - Germany East""""=""""Germany"""", """"DE-W - Germany West""""=""""Germany"""")",2012,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]; wt[t_data$c_dcpo==""""United Kingdom""""] <- t_data$w4[t_data$c_dcpo==""""United Kingdom""""]",gesis,eb,ZA5685,,,,
,eb793,,country,,,"c(""""GB-NIR - Northern Ireland""""=""""United Kingdom"""", """"DE-E - Germany East""""=""""Germany"""", """"DE-W - Germany West""""=""""Germany"""")",2013,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]; wt[t_data$c_dcpo==""""United Kingdom""""] <- t_data$w4[t_data$c_dcpo==""""United Kingdom""""]",gesis,eb,ZA5689,,,,
,eb801,,country,,,"c(""""GB-NIR - Northern Ireland""""=""""United Kingdom"""", """"DE-E - Germany East""""=""""Germany"""", """"DE-W - Germany West""""=""""Germany"""")",2013,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]; wt[t_data$c_dcpo==""""United Kingdom""""] <- t_data$w4[t_data$c_dcpo==""""United Kingdom""""]",gesis,eb,ZA5876,,,,
,eb812,,country,,,"c(""""GB-NIR - Northern Ireland""""=""""United Kingdom"""", """"DE-E - Germany East""""=""""Germany"""", """"DE-W - Germany West""""=""""Germany"""")",2014,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]; wt[t_data$c_dcpo==""""United Kingdom""""] <- t_data$w4[t_data$c_dcpo==""""United Kingdom""""]",gesis,eb,ZA5913,,,,
,eb814,,country,,,"c(""""GB-NIR - Northern Ireland""""=""""United Kingdom"""", """"DE-E - Germany East""""=""""Germany"""", """"DE-W - Germany West""""=""""Germany"""")",2014,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]; wt[t_data$c_dcpo==""""United Kingdom""""] <- t_data$w4[t_data$c_dcpo==""""United Kingdom""""]",gesis,eb,ZA5928,,,,
301,eb815,,country,,,"c(""""GB-NIR Northern Ireland""""=""""United Kingdom"""", """"DE-E Germany East""""=""""Germany"""", """"DE-W - Germany - West""""=""""Germany"""")",2014,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]; wt[t_data$c_dcpo==""""United Kingdom""""] <- t_data$w4[t_data$c_dcpo==""""United Kingdom""""]",gesis,eb,ZA5929,,,,
,eb823,,country,,,"c(""""GB-NIR Northern Ireland""""=""""United Kingdom"""", """"DE-E Germany East""""=""""Germany"""", """"DE-W - Germany - West""""=""""Germany"""")",2014,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]; wt[t_data$c_dcpo==""""United Kingdom""""] <- t_data$w4[t_data$c_dcpo==""""United Kingdom""""]",gesis,eb,ZA5932,,,,
302,eb824,,country,,,"c(""""GB-NIR Northern Ireland""""=""""United Kingdom"""", """"DE-E Germany East""""=""""Germany"""", """"DE-W - Germany - West""""=""""Germany"""")",2014,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]; wt[t_data$c_dcpo==""""United Kingdom""""] <- t_data$w4[t_data$c_dcpo==""""United Kingdom""""]",gesis,eb,ZA5933,,,,
,eb833,,country,,,"c(""""GB-NIR Northern Ireland""""=""""United Kingdom"""", """"DE-E Germany East""""=""""Germany"""", """"DE-W - Germany - West""""=""""Germany"""")",2015,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]; wt[t_data$c_dcpo==""""United Kingdom""""] <- t_data$w4[t_data$c_dcpo==""""United Kingdom""""]",gesis,eb,ZA5998,,,,
303,eb834,,country,,,"c(""""GB-NIR Northern Ireland""""=""""United Kingdom"""", """"DE-E Germany East""""=""""Germany"""", """"DE-W - Germany - West""""=""""Germany"""")",2015,,,"wt <- t_data$w1; wt[t_data$c_dcpo==""""Germany""""] <- t_data$w3[t_data$c_dcpo==""""Germany""""]; wt[t_data$c_dcpo==""""United Kingdom""""] <- t_data$w4[t_data$c_dcpo==""""United Kingdom""""]",gesis,eb,ZA6595,,,,
